  30.40000 9.57330E+05 4.56787E+05   0.19492
  30.50000 8.98477E+05 4.30522E+05   0.19332
  30.60000 8.43496E+05 4.05886E+05   0.19173
  30.70000 7.92118E+05 3.82773E+05   0.19015
  30.80000 7.44094E+05 3.61082E+05   0.18857
  30.90000 6.99192E+05 3.40720E+05   0.18700
  31.00000 6.57198E+05 3.21601E+05   0.18544
  31.10000 6.17912E+05 3.03643E+05   0.18388
  31.20000 5.81150E+05 2.86773E+05   0.18234
  31.30000 5.46739E+05 2.70920E+05   0.18080
  31.40000 5.14521E+05 2.56018E+05   0.17927
  31.50000 4.84348E+05 2.42007E+05   0.17774
  31.60000 4.56081E+05 2.28830E+05   0.17623
  31.70000 4.29593E+05 2.16434E+05   0.17472
  31.80000 4.04766E+05 2.04769E+05   0.17322
  31.90000 3.81488E+05 1.93790E+05   0.17173
  32.00000 3.59657E+05 1.83454E+05   0.17024
  32.10000 3.39178E+05 1.73719E+05   0.16876
  32.20000 3.19961E+05 1.64550E+05   0.16729
  32.30000 3.01924E+05 1.55910E+05   0.16583
  32.40000 2.84989E+05 1.47768E+05   0.16437
  32.50000 2.69085E+05 1.40091E+05   0.16292
  32.60000 2.54146E+05 1.32852E+05   0.16148
  32.70000 2.40108E+05 1.26025E+05   0.16005
  32.80000 2.26913E+05 1.19583E+05   0.15863
  32.90000 2.14508E+05 1.13504E+05   0.15721
  33.00000 2.02843E+05 1.07765E+05   0.15580
  33.10000 1.91869E+05 1.02347E+05   0.15440
  33.20000 1.81544E+05 9.72292E+04   0.15300
  33.30000 1.71826E+05 9.23945E+04   0.15162
  33.40000 1.62677E+05 8.78260E+04   0.15024
  33.50000 1.54062E+05 8.35078E+04   0.14886
  33.60000 1.45947E+05 7.94252E+04   0.14750
  33.70000 1.38300E+05 7.55643E+04   0.14614
  33.80000 1.31094E+05 7.19121E+04   0.14479
  33.90000 1.24301E+05 6.84564E+04   0.14345
  34.00000 1.17895E+05 6.51858E+04   0.14212
  34.10000 1.11853E+05 6.20896E+04   0.14079
  34.20000 1.06152E+05 5.91578E+04   0.13947
  34.30000 1.00772E+05 5.63809E+04   0.13816
  34.40000 9.56935E+04 5.37500E+04   0.13686
  34.50000 9.08981E+04 5.12568E+04   0.13556
  34.60000 8.63690E+04 4.88935E+04   0.13427
  34.70000 8.20902E+04 4.66528E+04   0.13299
  34.80000 7.80467E+04 4.45278E+04   0.13172
  34.90000 7.42247E+04 4.25119E+04   0.13045
  35.00000 7.06109E+04 4.05991E+04   0.12919
  35.10000 6.71933E+04 3.87837E+04   0.12794
  35.20000 6.39602E+04 3.70602E+04   0.12670
  35.30000 6.09009E+04 3.54236E+04   0.12546
  35.40000 5.80052E+04 3.38692E+04   0.12424
  35.50000 5.52638E+04 3.23923E+04   0.12301
  35.60000 5.26677E+04 3.09889E+04   0.12180
  35.70000 5.02086E+04 2.96548E+04   0.12060
  35.80000 4.78785E+04 2.83864E+04   0.11940
  35.90000 4.56703E+04 2.71802E+04   0.11821
  36.00000 4.35769E+04 2.60327E+04   0.11702
  36.10000 4.15918E+04 2.49409E+04   0.11585
  36.20000 3.97090E+04 2.39018E+04   0.11468
  36.30000 3.79228E+04 2.29126E+04   0.11352
  36.40000 3.62277E+04 2.19707E+04   0.11237
  36.50000 3.46186E+04 2.10735E+04   0.11122
  36.60000 3.30909E+04 2.02189E+04   0.11008
  36.70000 3.16400E+04 1.94045E+04   0.10895
  36.80000 3.02617E+04 1.86282E+04   0.10783
  36.90000 2.89520E+04 1.78882E+04   0.10672
  37.00000 2.77072E+04 1.71825E+04   0.10561
  37.10000 2.65239E+04 1.65093E+04   0.10451
  37.20000 2.53985E+04 1.58671E+04   0.10341
  37.30000 2.43282E+04 1.52542E+04   0.10233
  37.40000 2.33098E+04 1.46692E+04   0.10125
  37.50000 2.23406E+04 1.41107E+04   0.10018
  37.60000 2.14181E+04 1.35773E+04   0.09912
  37.70000 2.05398E+04 1.30678E+04   0.09806
  37.80000 1.97032E+04 1.25810E+04   0.09701
  37.90000 1.89063E+04 1.21157E+04   0.09597
  38.00000 1.81470E+04 1.16710E+04   0.09494
  38.10000 1.74233E+04 1.12458E+04   0.09391
  38.20000 1.67333E+04 1.08392E+04   0.09289
  38.30000 1.60754E+04 1.04502E+04   0.09188
  38.40000 1.54479E+04 1.00780E+04   0.09088
  38.50000 1.48492E+04 9.72181E+03   0.08988
  38.60000 1.42779E+04 9.38085E+03   0.08889
  38.70000 1.37326E+04 9.05439E+03   0.08791
  38.80000 1.32120E+04 8.74174E+03   0.08694
  38.90000 1.27148E+04 8.44226E+03   0.08597
  39.00000 1.22399E+04 8.15531E+03   0.08501
  39.10000 1.17861E+04 7.88031E+03   0.08406
  39.20000 1.13524E+04 7.61671E+03   0.08311
  39.30000 1.09379E+04 7.36397E+03   0.08217
  39.40000 1.05416E+04 7.12159E+03   0.08124
  39.50000 1.01625E+04 6.88909E+03   0.08032
  39.60000 9.79991E+03 6.66603E+03   0.07940
  39.70000 9.45297E+03 6.45196E+03   0.07849
  39.80000 9.12092E+03 6.24649E+03   0.07759
  39.90000 8.80306E+03 6.04922E+03   0.07670
  40.00000 8.49871E+03 5.85978E+03   0.07581
  40.10000 8.20723E+03 5.67783E+03   0.07493
  40.20000 7.92800E+03 5.50302E+03   0.07406
  40.30000 7.66045E+03 5.33505E+03   0.07319
  40.40000 7.40403E+03 5.17360E+03   0.07233
  40.50000 7.15822E+03 5.01840E+03   0.07148
  40.60000 6.92253E+03 4.86916E+03   0.07064
  40.70000 6.69648E+03 4.72563E+03   0.06980
  40.80000 6.47964E+03 4.58756E+03   0.06897
  40.90000 6.27158E+03 4.45471E+03   0.06815
