   0.0000000e+00   1.0000000e+10
   1.0101010e-02   5.6719670e+09
   2.0202020e-02   3.2171209e+09
   3.0303030e-02   1.8247404e+09
   4.0404040e-02   1.0349868e+09
   5.0505051e-02   5.8704128e+08
   6.0606061e-02   3.3296805e+08
   7.0707071e-02   1.8885857e+08
   8.0808081e-02   1.0712015e+08
   9.0909091e-02   6.0758396e+07
   1.0101010e-01   3.4462163e+07
   1.1111111e-01   1.9547028e+07
   1.2121212e-01   1.1087214e+07
   1.3131313e-01   6.2888351e+06
   1.4141414e-01   3.5672108e+06
   1.5151515e-01   2.0235147e+06
   1.6161616e-01   1.1479354e+06
   1.7171717e-01   6.5130974e+05
   1.8181818e-01   3.6962533e+05
   1.9191919e-01   2.0985488e+05
   2.0202020e-01   1.1923361e+05
   2.1212121e-01   6.7833509e+04
   2.2222222e-01   3.8679524e+04
   2.3232323e-01   2.2143441e+04
   2.4242424e-01   1.2764161e+04
   2.5252525e-01   7.4441432e+03
   2.6262626e-01   4.4264407e+03
   2.7272727e-01   2.7144647e+03
   2.8282828e-01   1.7428793e+03
   2.9292929e-01   1.1909396e+03
   3.0303030e-01   8.7663994e+02
   3.1313131e-01   6.9670852e+02
   3.2323232e-01   5.9259123e+02
   3.3333333e-01   5.3114721e+02
   3.4343434e-01   4.9366802e+02
   3.5353535e-01   4.6962225e+02
   3.6363636e-01   4.5309617e+02
   3.7373737e-01   4.4077526e+02
   3.8383838e-01   4.3080433e+02
   3.9393939e-01   4.2214594e+02
   4.0404040e-01   4.1422035e+02
   4.1414141e-01   4.0670373e+02
   4.2424242e-01   3.9941528e+02
   4.3434343e-01   3.9225410e+02
   4.4444444e-01   3.8516388e+02
   4.5454545e-01   3.7811321e+02
   4.6464646e-01   3.7108458e+02
   4.7474747e-01   3.6406823e+02
   4.8484848e-01   3.5705871e+02
   4.9494949e-01   3.5005300e+02
   5.0505051e-01   3.4304941e+02
   5.1515152e-01   3.3604700e+02
   5.2525253e-01   3.2904524e+02
   5.3535354e-01   3.2204384e+02
   5.4545455e-01   3.1504265e+02
   5.5555556e-01   3.0804157e+02
   5.6565657e-01   3.0104055e+02
   5.7575758e-01   2.9403957e+02
   5.8585859e-01   2.8703860e+02
   5.9595960e-01   2.8003765e+02
   6.0606061e-01   2.7303670e+02
   6.1616162e-01   2.6603575e+02
   6.2626263e-01   2.5903481e+02
   6.3636364e-01   2.5203387e+02
   6.4646465e-01   2.4503293e+02
   6.5656566e-01   2.3803199e+02
   6.6666667e-01   2.3103105e+02
   6.7676768e-01   2.2403010e+02
   6.8686869e-01   2.1702916e+02
   6.9696970e-01   2.1002822e+02
   7.0707071e-01   2.0302728e+02
   7.1717172e-01   1.9602634e+02
   7.2727273e-01   1.8902540e+02
   7.3737374e-01   1.8202446e+02
   7.4747475e-01   1.7502352e+02
   7.5757576e-01   1.6802258e+02
   7.6767677e-01   1.6102164e+02
   7.7777778e-01   1.5402070e+02
   7.8787879e-01   1.4701976e+02
   7.9797980e-01   1.4001882e+02
   8.0808081e-01   1.3301787e+02
   8.1818182e-01   1.2601693e+02
   8.2828283e-01   1.1901599e+02
   8.3838384e-01   1.1201505e+02
   8.4848485e-01   1.0501411e+02
   8.5858586e-01   9.8013171e+01
   8.6868687e-01   9.1012230e+01
   8.7878788e-01   8.4011289e+01
   8.8888889e-01   7.7010348e+01
   8.9898990e-01   7.0009408e+01
   9.0909091e-01   6.3008467e+01
   9.1919192e-01   5.6007526e+01
   9.2929293e-01   4.9006585e+01
   9.3939394e-01   4.2005645e+01
   9.4949495e-01   3.5004704e+01
   9.5959596e-01   2.8003763e+01
   9.6969697e-01   2.1002822e+01
   9.7979798e-01   1.4001882e+01
   9.8989899e-01   7.0009408e+00
   1.0000000e+00   0.0000000e+00
