   0.0000000e+00   1.7285346e-16
   1.0101010e-02   3.7020867e-02
   2.0202020e-02   1.0229076e-01
   3.0303030e-02   2.1736528e-01
   4.0404040e-02   4.2024815e-01
   5.0505051e-02   7.7794202e-01
   6.0606061e-02   1.4085761e+00
   7.0707071e-02   2.5204179e+00
   8.0808081e-02   4.4806525e+00
   9.0909091e-02   7.9366390e+00
   1.0101010e-01   1.4029682e+01
   1.1111111e-01   2.4771883e+01
   1.2121212e-01   4.3710435e+01
   1.3131313e-01   7.7098433e+01
   1.4141414e-01   1.3595795e+02
   1.5151515e-01   2.3971375e+02
   1.6161616e-01   4.2258870e+02
   1.7171717e-01   7.4484476e+02
   1.8181818e-01   1.3124948e+03
   1.9191919e-01   2.3117247e+03
   2.0202020e-01   4.0685624e+03
   2.1212121e-01   7.1509437e+03
   2.2222222e-01   1.2539137e+04
   2.3232323e-01   2.1897730e+04
   2.4242424e-01   3.7972491e+04
   2.5252525e-01   6.5062503e+04
   2.6262626e-01   1.0928341e+05
   2.7272727e-01   1.7784271e+05
   2.8282828e-01   2.7608149e+05
   2.9292929e-01   4.0204939e+05
   3.0303030e-01   5.4242685e+05
   3.1313131e-01   6.7637594e+05
   3.2323232e-01   7.8654388e+05
   3.3333333e-01   8.6660506e+05
   3.4343434e-01   9.1970334e+05
   3.5353535e-01   9.5281664e+05
   3.6363636e-01   9.7268027e+05
   3.7373737e-01   9.8431937e+05
   3.8383838e-01   9.9104569e+05
   3.9393939e-01   9.9490186e+05
   4.0404040e-01   9.9710245e+05
   4.1414141e-01   9.9835496e+05
   4.2424242e-01   9.9906679e+05
   4.3434343e-01   9.9947100e+05
   4.4444444e-01   9.9970042e+05
   4.5454545e-01   9.9983061e+05
   4.6464646e-01   9.9990448e+05
   4.7474747e-01   9.9994639e+05
   4.8484848e-01   9.9997018e+05
   4.9494949e-01   9.9998369e+05
   5.0505051e-01   9.9999136e+05
   5.1515152e-01   9.9999572e+05
   5.2525253e-01   9.9999821e+05
   5.3535354e-01   9.9999963e+05
   5.4545455e-01   1.0000004e+06
   5.5555556e-01   1.0000009e+06
   5.6565657e-01   1.0000012e+06
   5.7575758e-01   1.0000014e+06
   5.8585859e-01   1.0000015e+06
   5.9595960e-01   1.0000016e+06
   6.0606061e-01   1.0000016e+06
   6.1616162e-01   1.0000017e+06
   6.2626263e-01   1.0000017e+06
   6.3636364e-01   1.0000017e+06
   6.4646465e-01   1.0000018e+06
   6.5656566e-01   1.0000018e+06
   6.6666667e-01   1.0000018e+06
   6.7676768e-01   1.0000018e+06
   6.8686869e-01   1.0000019e+06
   6.9696970e-01   1.0000019e+06
   7.0707071e-01   1.0000019e+06
   7.1717172e-01   1.0000020e+06
   7.2727273e-01   1.0000020e+06
   7.3737374e-01   1.0000020e+06
   7.4747475e-01   1.0000020e+06
   7.5757576e-01   1.0000021e+06
   7.6767677e-01   1.0000021e+06
   7.7777778e-01   1.0000021e+06
   7.8787879e-01   1.0000021e+06
   7.9797980e-01   1.0000022e+06
   8.0808081e-01   1.0000022e+06
   8.1818182e-01   1.0000022e+06
   8.2828283e-01   1.0000023e+06
   8.3838384e-01   1.0000023e+06
   8.4848485e-01   1.0000023e+06
   8.5858586e-01   1.0000023e+06
   8.6868687e-01   1.0000024e+06
   8.7878788e-01   1.0000024e+06
   8.8888889e-01   1.0000024e+06
   8.9898990e-01   1.0000024e+06
   9.0909091e-01   1.0000025e+06
   9.1919192e-01   1.0000025e+06
   9.2929293e-01   1.0000025e+06
   9.3939394e-01   1.0000026e+06
   9.4949495e-01   1.0000026e+06
   9.5959596e-01   1.0000026e+06
   9.6969697e-01   1.0000026e+06
   9.7979798e-01   1.0000027e+06
   9.8989899e-01   1.0000027e+06
   1.0000000e+00   1.0000027e+06
