   1.1000000e+01   1.4768180e-01
   2.1000000e+01   1.2590867e-01
   3.1000000e+01   1.2395900e-01
   4.1000000e+01   1.2368519e-01
   5.1000000e+01   1.2363720e-01
   6.1000000e+01   1.2361902e-01
   7.1000000e+01   1.2360620e-01
   8.1000000e+01   1.2359700e-01
   9.1000000e+01   1.2359097e-01
   1.0100000e+02   1.2358688e-01
   1.1100000e+02   1.2358402e-01
   1.2100000e+02   1.2358163e-01
   1.3100000e+02   1.2357991e-01
   1.4100000e+02   1.2357857e-01
   1.5100000e+02   1.2357745e-01
   1.6100000e+02   1.2357657e-01
   1.7100000e+02   1.2357599e-01
   1.8100000e+02   1.2357518e-01
   1.9100000e+02   1.2357463e-01
   2.0100000e+02   1.2357472e-01
   2.1100000e+02   1.2357418e-01
   2.2100000e+02   1.2357389e-01
   2.3100000e+02   1.2357335e-01
   2.4100000e+02   1.2357312e-01
   2.5100000e+02   1.2357267e-01
   2.6100000e+02   1.2357276e-01
   2.7100000e+02   1.2357258e-01
   2.8100000e+02   1.2357246e-01
   2.9100000e+02   1.2357227e-01
   3.0100000e+02   1.2357216e-01
